rider_id,home_market,home_cluster,baseline_annual_ride_rate,total_attendance,unique_studios,unique_instructors,familiarity_degree,social_degree,coordination_count,coattendance_degree
R002931,Northern California,San Francisco,2.7263246343064953,2,2,2,0,0,0,1
R002932,Greater NYC,Lower Manhattan–North Brooklyn,1.0,0,0,0,0,0,0,0
R002933,Greater NYC,Uptown Manhattan,18.955301374654105,15,3,13,0,0,0,11
R002934,Greater NYC,Lower Manhattan–North Brooklyn,5.573357327726674,9,6,8,0,0,0,7
R002935,Greater NYC,Lower Manhattan–North Brooklyn,1.1669323282874726,2,1,2,0,0,0,2
R002936,Greater NYC,Lower Manhattan–North Brooklyn,1.0,0,0,0,0,0,0,0
R002937,Southern California,Los Angeles,1.0,3,2,3,0,0,0,2
R002938,Northern California,San Francisco,7.312102894311248,7,2,5,0,0,0,6
R002939,Greater NYC,Lower Manhattan–North Brooklyn,12.304917663927547,10,5,8,0,0,0,7
R002940,Greater NYC,Uptown Manhattan,1.0,3,3,3,0,0,0,3
R002941,DMV,DC–Arlington,1.5316509799714997,1,1,1,0,0,0,1
R002942,Greater NYC,Uptown Manhattan,12.674780138572036,6,3,6,0,0,0,6
R002943,Ann Arbor,Ann Arbor,1.1681506031999564,2,1,1,0,0,0,2
R002944,Greater NYC,Westchester,1.0518588425830953,3,2,2,0,0,0,2
R002945,Greater NYC,Uptown Manhattan,10.66512780252156,6,1,4,0,0,0,5
R002946,Greater NYC,Lower Manhattan–North Brooklyn,1.4588969363869004,3,2,2,0,0,0,2
R002947,Greater NYC,Lower Manhattan–North Brooklyn,1.0156647403950565,1,1,1,0,0,0,1
R002948,Northern California,Marin County,2.8896152549721843,2,2,2,0,0,0,2
R002949,Greater NYC,Uptown Manhattan,10.68541349420194,12,4,9,0,0,0,11
R002950,Greater NYC,Uptown Manhattan,2.513837604583939,1,1,1,0,0,0,0
R002951,Greater NYC,Midtown Manhattan,6.081369982307805,1,1,1,0,0,0,1
R002952,Northern California,San Francisco,1.2540139472277794,0,0,0,0,0,0,0
R002953,DMV,DC–Arlington,1.0,2,2,1,0,0,0,2
R002954,Boston,Boston,2.1589235518202656,3,1,2,0,0,0,2
R002955,Southern California,Pasadena,9.260500304003765,10,2,4,0,0,0,9
R002956,Greater NYC,Uptown Manhattan,5.919517685310148,7,4,7,0,0,0,6
R002957,Greater NYC,Fairfield County,9.366247740931378,9,3,8,0,0,0,7
R002958,Chicago,Chicago,2.609972845468797,4,2,4,0,0,0,2
R002959,DMV,DC–Arlington,9.961788110594927,6,2,6,0,0,0,4
R002960,Greater NYC,Uptown Manhattan,2.6389049949363077,2,2,2,0,0,0,2
R002961,Greater NYC,Uptown Manhattan,1.1697407997211575,1,1,1,0,0,0,1
R002962,Greater NYC,Westchester,68.09176607192478,64,6,22,0,0,0,38
R002963,Seattle,Seattle,6.239638512539331,6,1,2,0,0,0,6
R002964,Greater NYC,Midtown Manhattan,38.83492061023366,28,5,18,0,0,0,19
R002965,Greater NYC,Uptown Manhattan,9.036196572650455,11,2,7,0,0,0,9
R002966,Greater NYC,Lower Manhattan–North Brooklyn,1.69277166055648,1,1,1,0,0,0,0
R002967,Greater NYC,Fairfield County,18.10043048912476,21,4,15,0,0,0,17
R002968,Chicago,Chicago,1.0,0,0,0,0,0,0,0
R002969,Greater NYC,Lower Manhattan–North Brooklyn,3.032064434315895,0,0,0,0,0,0,0
R002970,Greater NYC,Midtown Manhattan,1.0897437012840818,0,0,0,0,0,0,0
R002971,Greater NYC,Midtown Manhattan,1.798689840528103,3,2,3,0,0,0,3
R002972,Greater NYC,Midtown Manhattan,2.402909701641386,3,2,3,0,0,0,2
R002973,Greater NYC,Lower Manhattan–North Brooklyn,1.8459054019218128,0,0,0,0,0,0,0
R002974,Dallas,Dallas,12.115382971811238,9,1,6,0,0,0,6
R002975,Greater NYC,Midtown Manhattan,20.74011196822548,26,5,20,0,0,0,21
R002976,Greater NYC,Uptown Manhattan,1.210349497202455,1,1,1,0,0,0,1
R002977,DMV,Montgomery County,20.90070877112277,19,2,14,0,0,0,14
R002978,Greater NYC,Midtown Manhattan,22.44288666279513,21,4,14,0,0,0,18
R002979,DMV,DC–Arlington,5.638806909333461,3,2,3,0,0,0,2
R002980,Chicago,Chicago,2.6479512595123245,2,2,2,0,0,0,2
R002981,Greater NYC,Westchester,53.316068421740745,45,4,21,0,0,0,32
R002982,Southern California,Pasadena,15.604887569792488,12,1,4,0,0,0,7
R002983,Boston,Chestnut Hill,7.544354471257188,14,1,7,0,0,0,9
R002984,Greater NYC,Nassau County,2.3419124076704385,1,1,1,0,0,0,1
R002985,Southern California,Los Angeles,1.7757500781069355,2,1,2,0,0,0,2
R002986,Southern California,Los Angeles,3.0858200480301963,5,3,5,0,0,0,4
R002987,Greater NYC,Lower Manhattan–North Brooklyn,1.0,1,1,1,0,0,0,1
R002988,Greater NYC,Midtown Manhattan,12.046341590332611,11,4,10,0,0,0,9
R002989,Boston,Chestnut Hill,7.8308726839210525,5,1,4,0,0,0,3
R002990,Greater NYC,Westchester,7.909843860218336,7,3,6,0,0,0,6
R002991,Greater NYC,Hudson County,11.217363589304243,10,2,8,0,0,0,8
R002992,Southern California,Los Angeles,1.0,3,3,3,0,0,0,3
R002993,Greater NYC,Midtown Manhattan,53.770833663409206,59,5,29,0,0,0,46
R002994,Greater NYC,Lower Manhattan–North Brooklyn,2.680513378585982,2,2,2,0,0,0,1
R002995,Southern California,Los Angeles,1.0533950821249505,0,0,0,0,0,0,0
R002996,Austin,Austin,35.92774634210906,38,1,8,2,0,0,25
R002997,South Florida,Miami,1.0,2,1,2,0,0,0,1
R002998,Boston,Boston,1.0,1,1,1,0,0,0,1
R002999,South Florida,Miami,1.0,1,1,1,0,0,0,1
R003000,Greater NYC,Westchester,9.756788021319634,11,4,10,0,0,0,5
R003001,DMV,Montgomery County,2.287099609274976,0,0,0,0,0,0,0
R003002,Greater NYC,Lower Manhattan–North Brooklyn,162.36072928234125,150,9,55,0,0,0,116
R003003,Southern California,Pasadena,6.060409109094202,7,2,6,0,0,0,7
R003004,Chicago,Chicago,94.18238920761712,88,2,13,3,0,0,52
R003005,Greater NYC,Nassau County,18.93893656591379,17,2,12,0,0,0,10
R003006,Dallas,Dallas,6.054777521174252,4,1,3,0,0,0,4
R003007,DMV,Montgomery County,14.901986012746036,18,1,8,0,0,0,8
R003008,Greater NYC,Uptown Manhattan,13.789866136906143,15,3,12,0,0,0,14
R003009,Greater NYC,Westchester,5.072609005727175,4,2,3,0,0,0,3
R003010,Greater NYC,Uptown Manhattan,5.4108845668747865,7,3,6,0,0,0,6
R003011,Greater NYC,Westchester,2.124496881286125,3,1,2,0,0,0,3
R003012,DMV,DC–Arlington,35.7394598835952,30,3,14,1,0,0,22
R003013,Houston,Houston,7.744710064455638,5,1,4,0,0,0,3
R003014,Boston,Chestnut Hill,8.92487458393558,10,1,5,0,0,0,8
R003015,DMV,DC–Arlington,8.185835198672224,7,2,6,0,0,0,6
R003016,Greater NYC,Fairfield County,33.24456013322278,26,3,12,0,0,0,20
R003017,Greater NYC,Lower Manhattan–North Brooklyn,1.2704243431351656,0,0,0,0,0,0,0
R003018,Greater NYC,Lower Manhattan–North Brooklyn,11.59682004688885,9,4,8,0,0,0,7
R003019,Greater NYC,North Jersey,9.058175300702434,10,1,6,0,0,0,5
R003020,Northern California,San Francisco,2.639125356309867,1,1,1,0,0,0,1
R003021,Greater NYC,Uptown Manhattan,2.707382267725004,2,1,2,0,0,0,2
R003022,Chicago,Chicago,2.7823879635499424,5,2,5,0,0,0,4
R003023,Ann Arbor,Ann Arbor,7.55134534453841,10,1,3,0,0,0,8
R003024,Austin,Austin,5.061742677248817,4,1,3,0,0,0,2
R003025,Greater NYC,Uptown Manhattan,2.9411976674556097,1,1,1,0,0,0,0
R003026,Greater NYC,Midtown Manhattan,1.3737799690155643,1,1,1,0,0,0,1
R003027,Philadelphia,Philadelphia,1.0,0,0,0,0,0,0,0
R003028,Greater NYC,Lower Manhattan–North Brooklyn,2.713471377541548,3,2,3,0,0,0,2
R003029,Boston,Chestnut Hill,4.179139681795552,3,2,3,0,0,0,1
R003030,Northern California,San Francisco,3.5516862567183165,5,2,3,0,0,0,5
R003031,DMV,Montgomery County,9.43189148686304,12,2,9,0,0,0,10
R003032,Greater NYC,Lower Manhattan–North Brooklyn,7.940446257595608,6,5,6,0,0,0,6
R003033,Greater NYC,Fairfield County,4.144364904052189,8,2,7,0,0,0,6
R003034,DMV,DC–Arlington,5.031563301762474,9,2,6,0,0,0,6
R003035,Greater NYC,Uptown Manhattan,4.46747548042133,4,2,4,0,0,0,4
R003036,Greater NYC,Uptown Manhattan,8.582696866943897,6,3,6,0,0,0,5
R003037,Greater NYC,Uptown Manhattan,14.287703197063449,16,3,13,0,0,0,13
R003038,Austin,Austin,35.46383981064009,38,1,8,1,0,0,21
R003039,South Florida,Miami,13.019068215615322,14,2,6,0,0,0,11
R003040,Greater NYC,Lower Manhattan–North Brooklyn,10.734203503923158,10,4,10,0,0,0,9
R003041,Southern California,Los Angeles,1.0,1,1,1,0,0,0,1
R003042,Ann Arbor,Ann Arbor,16.759701994566925,16,1,3,1,0,0,10
R003043,Southern California,Los Angeles,8.278777300686256,7,3,6,0,0,0,5
R003044,Chicago,Chicago,16.35056516335138,21,2,10,0,0,0,17
R003045,DMV,Montgomery County,4.25857386397551,5,2,5,0,0,0,4
R003046,DMV,DC–Arlington,3.9331923043652983,3,1,3,0,0,0,2
R003047,Southern California,Pasadena,4.471778272875521,7,1,5,0,0,0,5
R003048,Greater NYC,North Jersey,10.110718674405993,16,3,11,0,0,0,13
R003049,Greater NYC,Midtown Manhattan,1.0,2,2,2,0,0,0,1
R003050,Greater NYC,Lower Manhattan–North Brooklyn,1.0,3,2,3,0,0,0,2
R003051,Greater NYC,Uptown Manhattan,11.113627174847702,19,3,13,0,0,0,16
R003052,South Florida,Miami,3.374707204175069,4,2,2,0,0,0,4
R003053,Boston,Boston,2.952818963393758,3,3,3,0,0,0,2
R003054,Northern California,Silicon Valley,1.686360916012512,1,1,1,0,0,0,1
R003055,Greater NYC,Midtown Manhattan,3.481822457475632,3,2,3,0,0,0,3
R003056,Greater NYC,Lower Manhattan–North Brooklyn,4.633695496898308,7,5,6,0,0,0,7
R003057,Greater NYC,Lower Manhattan–North Brooklyn,5.383116430372503,4,3,4,0,0,0,4
R003058,Chicago,Chicago,6.873618968296471,4,2,4,0,0,0,3
R003059,DMV,DC–Arlington,4.616429322755467,6,2,5,0,0,0,5
R003060,Ann Arbor,Ann Arbor,1.0,0,0,0,0,0,0,0
R003061,DMV,Montgomery County,1.3043744841489513,2,1,2,0,0,0,2
R003062,Greater NYC,Nassau County,5.463469434156331,5,2,5,0,0,0,3
R003063,Greater NYC,Uptown Manhattan,11.973954012440894,8,2,7,0,0,0,7
R003064,Northern California,San Francisco,3.2747852808311695,2,2,2,0,0,0,2
R003065,Northern California,Marin County,8.764504399488223,6,1,4,0,0,0,5
R003066,Austin,Austin,16.633684806347397,15,1,6,0,0,0,11
R003067,Greater NYC,Midtown Manhattan,1.0,0,0,0,0,0,0,0
R003068,Austin,Austin,8.959490417407428,12,1,7,0,0,0,10
R003069,Greater NYC,Midtown Manhattan,13.610209579487725,14,5,10,0,0,0,11
R003070,Houston,Houston,1.767602615171778,0,0,0,0,0,0,0
R003071,Chicago,Chicago,1.0,0,0,0,0,0,0,0
R003072,Greater NYC,Lower Manhattan–North Brooklyn,1.299736050586788,3,2,3,0,0,0,1
R003073,Boston,Chestnut Hill,10.912393825228122,10,2,8,0,0,0,7
R003074,Greater NYC,Lower Manhattan–North Brooklyn,8.263413293206273,11,6,11,0,0,0,11
R003075,Greater NYC,Hudson County,5.982563208111651,6,2,6,0,0,0,3
R003076,Greater NYC,Lower Manhattan–North Brooklyn,1.0,1,1,1,0,0,0,1
R003077,Greater NYC,Uptown Manhattan,14.324220290974187,16,3,14,0,0,0,14
R003078,Dallas,Dallas,23.198898040153143,25,1,9,0,0,0,14
R003079,Philadelphia,Philadelphia,1.599211546243411,0,0,0,0,0,0,0
R003080,Greater NYC,Uptown Manhattan,5.190529867593197,4,3,4,0,0,0,3
R003081,Northern California,San Francisco,4.31233172068011,2,1,2,0,0,0,2
R003082,South Florida,Miami,6.131364334172863,12,2,5,0,0,0,8
R003083,Northern California,San Francisco,16.33595008442425,15,2,9,0,0,0,11
R003084,Houston,Houston,1.0,1,1,1,0,0,0,1
R003085,Greater NYC,Hudson County,2.9241677819141056,3,1,3,0,0,0,2
R003086,Austin,Austin,4.892960157746971,7,1,4,0,0,0,4
R003087,Northern California,San Francisco,3.3207773542365597,1,1,1,0,0,0,1
R003088,Greater NYC,Uptown Manhattan,3.4124964484619875,4,2,4,0,0,0,3
R003089,Greater NYC,Lower Manhattan–North Brooklyn,6.557120792238535,8,5,6,0,0,0,6
R003090,Southern California,Los Angeles,13.313580053288865,9,3,4,0,0,0,4
R003091,Greater NYC,Lower Manhattan–North Brooklyn,19.13792460163194,25,6,19,0,0,0,20
R003092,DMV,Montgomery County,5.218003960157568,6,2,6,0,0,0,4
R003093,Greater NYC,Uptown Manhattan,1.202112830264456,1,1,1,0,0,0,1
R003094,Greater NYC,North Jersey,3.3042120187283195,2,1,2,0,0,0,2
R003095,Greater NYC,Uptown Manhattan,1.0,0,0,0,0,0,0,0
R003096,Northern California,San Francisco,2.227037752539825,2,1,2,0,0,0,2
R003097,Greater NYC,Uptown Manhattan,11.628098969954598,10,3,8,0,0,0,8
R003098,Greater NYC,Lower Manhattan–North Brooklyn,4.452088937730939,8,5,7,0,0,0,6
R003099,Dallas,Dallas,31.37842977459487,28,1,7,0,0,0,17
R003100,Boston,Boston,3.041455092907636,2,2,2,0,0,0,0
R003101,Greater NYC,Lower Manhattan–North Brooklyn,3.361564446249636,0,0,0,0,0,0,0
R003102,Philadelphia,Philadelphia,89.45185876929345,82,2,8,4,0,0,54
R003103,Greater NYC,Westchester,10.65162802252428,14,5,10,0,0,0,12
R003104,DMV,DC–Arlington,1.849944132647994,2,2,2,0,0,0,2
R003105,Dallas,Dallas,13.810650536345625,13,1,5,0,0,0,8
R003106,Greater NYC,Uptown Manhattan,28.69335005762242,31,3,19,0,0,0,26
R003107,Greater NYC,Westchester,1.8387741224380272,5,1,3,0,0,0,3
R003108,Greater NYC,Hudson County,31.95148473911319,35,6,20,0,0,0,23
R003109,Boston,Boston,11.814634327346164,7,2,5,0,0,0,5
R003110,Greater NYC,Hudson County,19.3381404968648,24,2,13,1,0,0,14
R003111,Greater NYC,Lower Manhattan–North Brooklyn,10.012855244998526,13,6,13,0,0,0,12
R003112,Greater NYC,Fairfield County,2.9025922845911687,0,0,0,0,0,0,0
R003113,Southern California,Los Angeles,4.813755623116833,3,1,3,0,0,0,2
R003114,DMV,Montgomery County,6.106736078159573,5,2,4,0,0,0,5
R003115,Greater NYC,Nassau County,65.79165679404227,63,4,27,1,0,0,47
R003116,Austin,Austin,11.869140093659476,15,1,6,0,0,0,12
R003117,Greater NYC,Lower Manhattan–North Brooklyn,24.119992471288334,27,8,19,0,0,0,18
R003118,Greater NYC,Lower Manhattan–North Brooklyn,5.670810575113975,7,5,7,0,0,0,7
R003119,Greater NYC,Westchester,1.1486052060765235,3,2,3,0,0,0,2
R003120,Greater NYC,Lower Manhattan–North Brooklyn,7.5063770520256226,6,3,6,0,0,0,5
R003121,Greater NYC,Uptown Manhattan,21.27152880845073,21,4,18,0,0,0,18
R003122,Greater NYC,Lower Manhattan–North Brooklyn,5.472003341148398,8,4,8,0,0,0,8
R003123,Chicago,Chicago,32.36248912071585,40,2,11,1,0,0,27
R003124,Greater NYC,Midtown Manhattan,1.7714880275662568,2,2,2,0,0,0,1
R003125,Boston,Boston,12.558500728051216,14,3,8,0,0,0,11
R003126,Greater NYC,North Jersey,2.458405403021417,1,1,1,0,0,0,0
R003127,Greater NYC,Uptown Manhattan,5.867779093836291,3,2,3,0,0,0,3
R003128,Greater NYC,Uptown Manhattan,9.722563164597718,9,4,7,0,0,0,8
R003129,Austin,Austin,1.0,0,0,0,0,0,0,0
R003130,Greater NYC,Uptown Manhattan,3.0272437535227272,4,2,4,0,0,0,4
R003131,Greater NYC,Westchester,2.496486148252878,2,2,2,0,0,0,2
R003132,Greater NYC,North Jersey,1.2242921403217844,0,0,0,0,0,0,0
R003133,Greater NYC,Westchester,8.192174969083478,10,2,9,0,0,0,9
R003134,Greater NYC,Midtown Manhattan,10.752767950702076,8,3,7,0,0,0,8
R003135,Southern California,Los Angeles,6.55759937712366,3,3,3,0,0,0,1
R003136,Greater NYC,Lower Manhattan–North Brooklyn,89.62312203049014,92,7,46,0,0,0,71
R003137,Northern California,San Francisco,36.891228540806374,37,2,15,0,0,0,27
R003138,Houston,Houston,1.0,1,1,1,0,0,0,1
R003139,Greater NYC,Lower Manhattan–North Brooklyn,3.755721342612968,6,4,6,0,0,0,5
R003140,Philadelphia,Main Line,1.6482403817320426,0,0,0,0,0,0,0
R003141,Greater NYC,Lower Manhattan–North Brooklyn,1.0,0,0,0,0,0,0,0
R003142,Greater NYC,Lower Manhattan–North Brooklyn,19.240296608966084,18,6,15,0,0,0,14
R003143,Southern California,Los Angeles,6.213919862433638,5,3,5,0,0,0,4
R003144,Greater NYC,Lower Manhattan–North Brooklyn,5.189062721308861,2,1,2,0,0,0,1
R003145,Greater NYC,Westchester,5.983603361566224,8,2,7,0,0,0,6
R003146,Southern California,Los Angeles,1.0488885677310815,0,0,0,0,0,0,0
R003147,Boston,Chestnut Hill,14.708791144269872,14,2,6,0,0,0,10
R003148,Greater NYC,Hudson County,7.571423358683611,8,3,7,0,0,0,7
R003149,Greater NYC,Uptown Manhattan,1.0,0,0,0,0,0,0,0
R003150,Greater NYC,Hudson County,11.6974488242876,12,3,11,0,0,0,6
R003151,DMV,DC–Arlington,4.7806500308378235,4,2,3,0,0,0,3
R003152,Greater NYC,Uptown Manhattan,1.0581347159738197,3,2,3,0,0,0,3
R003153,DMV,DC–Arlington,2.5197092706961346,3,2,3,0,0,0,3
R003154,Greater NYC,Uptown Manhattan,3.972702125116234,6,3,5,0,0,0,6
R003155,Greater NYC,Lower Manhattan–North Brooklyn,10.15181827416787,12,5,10,0,0,0,8
R003156,Northern California,Silicon Valley,42.60769640166442,27,2,10,0,0,0,20
R003157,Greater NYC,Fairfield County,60.21332236330257,62,2,19,1,0,0,42
R003158,Northern California,Silicon Valley,1.3359784493348057,1,1,1,0,0,0,0
R003159,Ann Arbor,Ann Arbor,7.323978484802236,4,1,2,0,0,0,2
R003160,Greater NYC,Uptown Manhattan,2.6683881493683823,2,1,2,0,0,0,1
R003161,Northern California,Silicon Valley,1.0,2,1,2,0,0,0,1
R003162,Greater NYC,Lower Manhattan–North Brooklyn,10.829862479620898,13,8,13,0,0,0,11
R003163,Southern California,Los Angeles,7.984464993873741,10,3,9,0,0,0,6
R003164,Greater NYC,Midtown Manhattan,1.0,2,2,2,0,0,0,1
R003165,Northern California,San Francisco,1.9689791261856324,2,2,2,0,0,0,2
R003166,Seattle,Seattle,119.8251065848556,100,1,8,6,1,17,42
R003167,DMV,DC–Arlington,1.0,0,0,0,0,0,0,0
R003168,DMV,DC–Arlington,9.2639804212657,11,3,9,0,0,0,8
R003169,Philadelphia,Main Line,16.931640531909473,20,2,7,0,0,0,11
R003170,Southern California,Pasadena,8.66171717786451,6,2,5,0,0,0,0
R003171,Seattle,Seattle,7.224753182214237,9,1,5,0,0,0,8
R003172,Greater NYC,Midtown Manhattan,23.676508283283724,23,7,18,0,0,0,18
R003173,Philadelphia,Philadelphia,1.0,0,0,0,0,0,0,0
R003174,Atlanta,Atlanta,46.654653185101104,57,1,4,2,0,0,38
R003175,Boston,Boston,1.0,0,0,0,0,0,0,0
R003176,Philadelphia,Main Line,1.091717313780292,4,1,3,0,0,0,4
R003177,DMV,DC–Arlington,4.621773409571006,3,3,3,0,0,0,3
R003178,Southern California,Pasadena,12.762457175400964,16,1,7,0,0,0,12
R003179,Greater NYC,Midtown Manhattan,2.0885989451376665,0,0,0,0,0,0,0
R003180,Greater NYC,Hudson County,3.097122006527224,3,2,3,0,0,0,3
R003181,Boston,Boston,3.363291519168121,3,2,3,0,0,0,2
R003182,Greater NYC,Lower Manhattan–North Brooklyn,1.9359096376144107,3,2,3,0,0,0,2
R003183,Greater NYC,Midtown Manhattan,1.0,0,0,0,0,0,0,0
R003184,Austin,Austin,4.080802824486189,3,1,3,0,0,0,2
R003185,DMV,DC–Arlington,13.403410533032094,10,4,8,0,0,0,7
R003186,Boston,Chestnut Hill,7.262663766540438,7,2,7,0,0,0,5
R003187,Greater NYC,Lower Manhattan–North Brooklyn,2.0170619564983885,6,4,5,0,0,0,5
R003188,Houston,Houston,8.165283688539157,11,1,7,0,0,0,9
R003189,Boston,Chestnut Hill,1.8715492969747327,2,1,2,0,0,0,0
R003190,Greater NYC,Uptown Manhattan,6.121750844445954,7,2,6,0,0,0,5
R003191,Greater NYC,Lower Manhattan–North Brooklyn,1.7866561233851088,3,2,3,0,0,0,3
R003192,Greater NYC,Uptown Manhattan,1.0,3,2,3,0,0,0,3
R003193,Greater NYC,Midtown Manhattan,9.12529712425035,12,4,9,0,0,0,12
R003194,Greater NYC,Fairfield County,10.565579240555095,10,4,7,0,0,0,10
R003195,Philadelphia,Main Line,1.1903749731637,1,1,1,0,0,0,1
R003196,Greater NYC,Westchester,57.55404904522431,62,6,19,0,0,0,42
R003197,Greater NYC,Fairfield County,40.61359190087847,40,2,14,0,0,0,23
R003198,Greater NYC,Uptown Manhattan,24.36477250363199,26,4,18,0,0,0,19
R003199,South Florida,Miami,1.0,0,0,0,0,0,0,0
R003200,Northern California,San Francisco,1.0,1,1,1,0,0,0,1
R003201,Chicago,Chicago,7.708185790134309,8,1,7,0,0,0,8
R003202,Northern California,San Francisco,6.351172906105937,8,3,7,0,0,0,8
R003203,Atlanta,Atlanta,13.07907960909463,9,1,3,0,0,0,5
R003204,Greater NYC,Uptown Manhattan,4.876571235954692,4,3,4,0,0,0,4
R003205,Greater NYC,Lower Manhattan–North Brooklyn,2.568865005012035,3,3,3,0,0,0,3
R003206,Greater NYC,Lower Manhattan–North Brooklyn,4.873566634970529,7,4,7,0,0,0,5
R003207,Boston,Chestnut Hill,13.863344173527157,21,1,9,1,0,0,11
R003208,Greater NYC,Uptown Manhattan,9.421504378742709,7,3,7,0,0,0,5
R003209,Austin,Austin,4.3470957367687175,5,1,4,0,0,0,3
R003210,Greater NYC,Midtown Manhattan,4.613571336887964,10,3,8,0,0,0,9
R003211,Greater NYC,Lower Manhattan–North Brooklyn,2.050740320838434,0,0,0,0,0,0,0
R003212,Chicago,Chicago,1.1123501878804516,2,1,1,0,0,0,1
R003213,Greater NYC,Hudson County,1.0211992162214742,1,1,1,0,0,0,1
R003214,Greater NYC,Fairfield County,19.7919166428506,25,2,13,0,0,0,15
R003215,Northern California,San Francisco,12.442766935759002,8,2,7,0,0,0,6
R003216,Chicago,Chicago,4.306988960558113,8,2,4,0,0,0,7
R003217,Philadelphia,Main Line,2.0637909834246755,0,0,0,0,0,0,0
R003218,Chicago,Chicago,3.020693518026924,1,1,1,0,0,0,1
R003219,Greater NYC,Lower Manhattan–North Brooklyn,25.45719405364665,22,7,17,0,0,0,19
R003220,Greater NYC,Midtown Manhattan,7.1388378831349,5,2,5,0,0,0,5
R003221,DMV,DC–Arlington,4.315744022757087,3,2,3,0,0,0,3
R003222,Boston,Boston,9.353119707140914,7,2,6,0,0,0,5
R003223,DMV,DC–Arlington,3.835354077623627,5,3,4,0,0,0,5
R003224,Greater NYC,Lower Manhattan–North Brooklyn,17.104114158198424,10,5,8,0,0,0,10
R003225,Greater NYC,Lower Manhattan–North Brooklyn,25.5430476652279,29,7,19,0,0,0,24
R003226,Boston,Chestnut Hill,6.676335355711504,12,3,11,0,0,0,9
R003227,Boston,Boston,1.0,0,0,0,0,0,0,0
R003228,Greater NYC,Westchester,3.0706504927538805,0,0,0,0,0,0,0
R003229,Austin,Austin,3.0700246961469975,1,1,1,0,0,0,1
R003230,Greater NYC,North Jersey,3.68774497098751,3,2,3,0,0,0,2
R003231,Greater NYC,Lower Manhattan–North Brooklyn,1.6330787267309206,2,2,1,0,0,0,2
R003232,Northern California,San Francisco,2.8041187821791675,1,1,1,0,0,0,0
R003233,Seattle,Seattle,1.0,1,1,1,0,0,0,0
R003234,Northern California,Silicon Valley,5.911270315030832,6,1,4,0,0,0,5
R003235,Dallas,Dallas,60.488154349159274,50,1,9,2,0,0,28
R003236,DMV,DC–Arlington,7.041826476668148,10,3,7,0,0,0,9
R003237,Greater NYC,Fairfield County,11.339074684442936,11,3,9,0,0,0,5
R003238,Southern California,Pasadena,7.809499161355918,8,1,4,0,0,0,6
R003239,Greater NYC,Midtown Manhattan,20.460653710134572,20,5,17,0,0,0,13
R003240,Greater NYC,Fairfield County,1.837193554385216,2,1,2,0,0,0,1
R003241,Greater NYC,Uptown Manhattan,1.2818649512103788,0,0,0,0,0,0,0
R003242,Greater NYC,Westchester,1.8734978484978384,2,1,2,0,0,0,2
R003243,Greater NYC,Fairfield County,3.68730931325666,5,2,4,0,0,0,4
R003244,South Florida,Miami,2.4070181311901537,4,2,3,0,0,0,4
R003245,Northern California,San Francisco,1.0,0,0,0,0,0,0,0
R003246,Southern California,Pasadena,4.5041833132215485,9,3,8,0,0,0,9
R003247,Greater NYC,Fairfield County,2.5688236255578167,0,0,0,0,0,0,0
R003248,South Florida,Miami,1.0,2,2,2,0,0,0,1
R003249,Greater NYC,Nassau County,16.108275012387967,8,3,8,0,0,0,6
R003250,Austin,Austin,1.1932686089875426,0,0,0,0,0,0,0
R003251,Greater NYC,Lower Manhattan–North Brooklyn,1.7458184950090978,3,3,3,0,0,0,3
R003252,DMV,DC–Arlington,8.840936373110573,15,3,8,0,0,0,14
